NC_000913.3 	CDS 	1 	+ 	336 	2799 	
NC_000913.3 	CDS 	2 	+ 	4177357 	4177741 	
NC_000913.3 	CDS 	2 	+ 	4178446 	4178875 	
NC_000913.3 	CDS 	2 	+ 	4178878 	4179583 	
NC_000913.3 	CDS 	2 	+ 	4185433 	4189573 	
NC_000913.3 	CDS 	2 	+ 	4192399 	4192777 	
NC_000913.3 	CDS 	2 	+ 	4196902 	4197676 	
NC_000913.3 	CDS 	2 	+ 	4197715 	4198780 	
NC_000913.3 	CDS 	2 	+ 	4198789 	4199461 	
NC_000913.3 	CDS 	2 	+ 	4199503 	4200094 	
NC_000913.3 	CDS 	2 	+ 	4200625 	4201261 	
NC_000913.3 	CDS 	2 	+ 	4203319 	4204645 	
NC_000913.3 	CDS 	2 	+ 	4205500 	4205971 	
NC_000913.3 	CDS 	2 	+ 	4218595 	4220332 	
NC_000913.3 	CDS 	2 	+ 	4223893 	4227511 	
NC_000913.3 	CDS 	2 	+ 	4227805 	4229362 	
NC_000913.3 	CDS 	2 	+ 	4233757 	4235407 	
NC_000913.3 	CDS 	2 	+ 	4237633 	4239730 	
NC_000913.3 	CDS 	2 	+ 	4240324 	4240735 	
NC_000913.3 	CDS 	2 	+ 	4246717 	4247899 	
NC_000913.3 	CDS 	2 	+ 	4260598 	4261306 	
NC_000913.3 	CDS 	2 	+ 	4262635 	4263082 	
NC_000913.3 	CDS 	2 	+ 	4270237 	4270654 	
NC_000913.3 	CDS 	2 	+ 	4270657 	4271014 	
NC_000913.3 	CDS 	2 	+ 	4278478 	4279828 	
NC_000913.3 	CDS 	2 	+ 	4287763 	4289200 	
NC_000913.3 	CDS 	2 	+ 	4290475 	4291432 	
NC_000913.3 	CDS 	2 	+ 	4294480 	4295794 	
NC_000913.3 	CDS 	2 	+ 	4303411 	4303984 	
NC_000913.3 	CDS 	2 	+ 	4305001 	4305889 	
NC_000913.3 	CDS 	2 	+ 	4306096 	4306447 	
NC_000913.3 	CDS 	2 	+ 	4307677 	4308346 	
NC_000913.3 	CDS 	2 	+ 	4314763 	4315120 	
NC_000913.3 	CDS 	2 	+ 	4316284 	4316656 	
NC_000913.3 	CDS 	2 	+ 	4317274 	4317580 	
NC_000913.3 	CDS 	2 	+ 	4322122 	4322470 	
NC_000913.3 	CDS 	2 	+ 	4330501 	4332004 	
NC_000913.3 	CDS 	2 	+ 	4339756 	4340374 	
NC_000913.3 	CDS 	2 	+ 	4341910 	4343266 	
NC_000913.3 	CDS 	2 	+ 	4343368 	4344790 	
NC_000913.3 	CDS 	2 	+ 	4357054 	4357600 	
NC_000913.3 	CDS 	2 	+ 	4357717 	4358071 	
NC_000913.3 	CDS 	2 	+ 	4364077 	4364383 	
NC_000913.3 	CDS 	2 	+ 	4374973 	4375486 	
NC_000913.3 	CDS 	2 	+ 	4379770 	4380238 	
NC_000913.3 	CDS 	2 	+ 	4382008 	4382416 	
NC_000913.3 	CDS 	2 	+ 	4383823 	4385341 	
NC_000913.3 	CDS 	2 	+ 	4385392 	4385707 	
NC_000913.3 	CDS 	2 	+ 	4387363 	4387777 	
NC_000913.3 	CDS 	2 	+ 	4389853 	4390315 	
NC_000913.3 	CDS 	2 	+ 	4390930 	4391578 	
NC_000913.3 	CDS 	2 	+ 	4394065 	4395613 	
NC_000913.3 	CDS 	2 	+ 	4400287 	4400596 	
NC_000913.3 	CDS 	2 	+ 	4400740 	4401952 	
NC_000913.3 	CDS 	2 	+ 	4403299 	4404304 	
NC_000913.3 	CDS 	2 	+ 	4406653 	4409095 	
NC_000913.3 	CDS 	2 	+ 	4411978 	4412377 	
NC_000913.3 	CDS 	2 	+ 	4412386 	4413025 	
NC_000913.3 	CDS 	2 	+ 	4418905 	4419403 	
NC_000913.3 	CDS 	2 	+ 	4419979 	4421377 	
NC_000913.3 	CDS 	2 	+ 	4421392 	4421698 	
NC_000913.3 	CDS 	2 	+ 	4421707 	4422172 	
NC_000913.3 	CDS 	2 	+ 	4423699 	4424386 	
NC_000913.3 	CDS 	2 	+ 	4428775 	4429555 	
NC_000913.3 	CDS 	2 	+ 	4434022 	4434493 	
NC_000913.3 	CDS 	2 	+ 	4437706 	4438645 	
NC_000913.3 	CDS 	2 	+ 	4444111 	4447891 	
NC_000913.3 	CDS 	2 	+ 	4448992 	4449646 	
NC_000913.3 	CDS 	2 	+ 	4449961 	4450918 	
NC_000913.3 	CDS 	2 	+ 	4453606 	4454578 	
NC_000913.3 	CDS 	2 	+ 	4455784 	4457158 	
NC_000913.3 	CDS 	2 	+ 	4459552 	4459855 	
NC_000913.3 	CDS 	2 	+ 	4460656 	4461844 	
NC_000913.3 	CDS 	2 	+ 	4463593 	4463974 	
NC_000913.3 	CDS 	2 	+ 	4471096 	4471498 	
NC_000913.3 	CDS 	2 	+ 	4472512 	4472845 	
NC_000913.3 	CDS 	2 	+ 	4474123 	4474717 	
NC_000913.3 	CDS 	2 	+ 	4474861 	4475314 	
NC_000913.3 	CDS 	2 	+ 	4477474 	4478236 	
NC_000913.3 	CDS 	2 	+ 	4481584 	4483882 	
NC_000913.3 	CDS 	2 	+ 	4487317 	4488400 	
NC_000913.3 	CDS 	2 	+ 	4494622 	4495186 	
NC_000913.3 	CDS 	2 	+ 	4495432 	4496047 	
NC_000913.3 	CDS 	2 	+ 	4496749 	4497940 	
NC_000913.3 	CDS 	2 	+ 	4498708 	4499500 	
NC_000913.3 	CDS 	2 	+ 	4504057 	4505275 	
NC_000913.3 	CDS 	2 	+ 	4511635 	4511953 	
NC_000913.3 	CDS 	2 	+ 	4513828 	4514404 	
NC_000913.3 	CDS 	2 	+ 	4516078 	4516450 	
NC_000913.3 	CDS 	2 	+ 	4521277 	4521751 	
NC_000913.3 	CDS 	2 	+ 	4521757 	4522231 	
NC_000913.3 	CDS 	2 	+ 	4528744 	4529128 	
NC_000913.3 	CDS 	2 	+ 	4529170 	4529605 	
NC_000913.3 	CDS 	2 	+ 	4535014 	4536031 	
NC_000913.3 	CDS 	2 	+ 	4543114 	4543663 	
NC_000913.3 	CDS 	2 	+ 	4552900 	4554361 	
NC_000913.3 	CDS 	2 	+ 	4556992 	4557385 	
NC_000913.3 	CDS 	2 	+ 	4566469 	4567198 	
NC_000913.3 	CDS 	2 	+ 	4574518 	4576855 	
NC_000913.3 	CDS 	2 	+ 	4584553 	4584895 	
NC_000913.3 	CDS 	2 	+ 	4590049 	4590682 	
NC_000913.3 	CDS 	2 	+ 	4594090 	4594456 	
NC_000913.3 	CDS 	2 	+ 	4595989 	4597012 	
NC_000913.3 	CDS 	2 	+ 	4597183 	4597573 	
NC_000913.3 	CDS 	2 	+ 	4600168 	4600603 	
NC_000913.3 	CDS 	2 	+ 	4606903 	4607275 	
NC_000913.3 	CDS 	2 	+ 	4608184 	4608631 	
NC_000913.3 	CDS 	2 	+ 	4612540 	4612888 	
NC_000913.3 	CDS 	2 	+ 	4612957 	4613326 	
NC_000913.3 	CDS 	2 	+ 	4614805 	4615525 	
NC_000913.3 	CDS 	2 	+ 	4617322 	4618102 	
NC_000913.3 	CDS 	2 	+ 	4618357 	4619551 	
NC_000913.3 	CDS 	2 	+ 	4619602 	4620826 	
NC_000913.3 	CDS 	2 	+ 	4621768 	4623100 	
NC_000913.3 	CDS 	2 	+ 	4623292 	4623658 	
NC_000913.3 	CDS 	2 	+ 	4624756 	4625863 	
NC_000913.3 	CDS 	2 	+ 	4626040 	4627294 	
NC_000913.3 	CDS 	2 	+ 	4627423 	4627837 	
NC_000913.3 	CDS 	2 	+ 	4630705 	4632670 	
NC_000913.3 	CDS 	2 	+ 	4635520 	4635994 	
NC_000913.3 	CDS 	2 	+ 	4636006 	4636696 	
NC_000913.3 	CDS 	2 	+ 	4640941 	4641628 	
NC_000913.3 	CDS 	2 	- 	3220 	3709 	
NC_000913.3 	CDS 	2 	- 	11710 	12022 	
NC_000913.3 	CDS 	2 	- 	16030 	16537 	
NC_000913.3 	CDS 	2 	- 	18169 	18547 	
NC_000913.3 	CDS 	2 	- 	20398 	20794 	
NC_000913.3 	CDS 	2 	- 	23677 	24046 	
NC_000913.3 	CDS 	2 	- 	31438 	32503 	
NC_000913.3 	CDS 	2 	- 	33952 	34984 	
NC_000913.3 	CDS 	2 	- 	35989 	36778 	
NC_000913.3 	CDS 	2 	- 	38731 	39565 	
NC_000913.3 	CDS 	2 	- 	40135 	40675 	
NC_000913.3 	CDS 	2 	- 	42853 	44503 	
NC_000913.3 	CDS 	2 	- 	47059 	48292 	
NC_000913.3 	CDS 	2 	- 	49012 	49570 	
NC_000913.3 	CDS 	2 	- 	60190 	61585 	
NC_000913.3 	CDS 	2 	- 	63664 	64741 	
NC_000913.3 	CDS 	2 	- 	70078 	71491 	
NC_000913.3 	CDS 	2 	- 	75802 	76954 	
NC_000913.3 	CDS 	2 	- 	77314 	77731 	
NC_000913.3 	CDS 	2 	- 	77938 	78910 	
NC_000913.3 	CDS 	2 	- 	79489 	80134 	
NC_000913.3 	CDS 	2 	- 	81652 	82114 	
NC_000913.3 	CDS 	2 	- 	82126 	83299 	
NC_000913.3 	CDS 	2 	- 	102151 	102868 	
NC_000913.3 	CDS 	2 	- 	108469 	109216 	
NC_000913.3 	CDS 	2 	- 	111409 	112723 	
NC_000913.3 	CDS 	2 	- 	112735 	113542 	
NC_000913.3 	CDS 	2 	- 	114115 	114748 	
NC_000913.3 	CDS 	2 	- 	115849 	116638 	
NC_000913.3 	CDS 	2 	- 	119632 	120982 	
NC_000913.3 	CDS 	2 	- 	124975 	127300 	
NC_000913.3 	CDS 	2 	- 	129238 	130195 	
NC_000913.3 	CDS 	2 	- 	130195 	130963 	
NC_000913.3 	CDS 	2 	- 	139351 	139654 	
NC_000913.3 	CDS 	2 	- 	141178 	141610 	
NC_000913.3 	CDS 	2 	- 	155701 	157213 	
NC_000913.3 	CDS 	2 	- 	157372 	157816 	
NC_000913.3 	CDS 	2 	- 	158974 	159328 	
NC_000913.3 	CDS 	2 	- 	162115 	162619 	
NC_000913.3 	CDS 	2 	- 	167599 	168313 	
NC_000913.3 	CDS 	2 	- 	174406 	175354 	
NC_000913.3 	CDS 	2 	- 	181288 	181753 	
NC_000913.3 	CDS 	2 	- 	181918 	182293 	
NC_000913.3 	CDS 	2 	- 	182662 	182992 	
NC_000913.3 	CDS 	2 	- 	183787 	184339 	
NC_000913.3 	CDS 	2 	- 	186043 	187042 	
NC_000913.3 	CDS 	2 	- 	194422 	194758 	
NC_000913.3 	CDS 	2 	- 	196753 	197239 	
NC_000913.3 	CDS 	2 	- 	199588 	199903 	
NC_000913.3 	CDS 	2 	- 	200437 	201781 	
NC_000913.3 	CDS 	2 	- 	202390 	202945 	
NC_000913.3 	CDS 	2 	- 	205078 	207031 	
NC_000913.3 	CDS 	2 	- 	207085 	207406 	
NC_000913.3 	CDS 	2 	- 	207628 	208489 	
NC_000913.3 	CDS 	2 	- 	210580 	211060 	
NC_000913.3 	CDS 	2 	- 	212899 	213574 	
NC_000913.3 	CDS 	2 	- 	219907 	220279 	
NC_000913.3 	CDS 	2 	- 	227038 	227344 	
NC_000913.3 	CDS 	2 	- 	231751 	232270 	
NC_000913.3 	CDS 	2 	- 	240331 	240934 	
NC_000913.3 	CDS 	2 	- 	246025 	246376 	
NC_000913.3 	CDS 	2 	- 	247585 	248725 	
NC_000913.3 	CDS 	2 	- 	261880 	262276 	
NC_000913.3 	CDS 	2 	- 	262579 	263842 	
NC_000913.3 	CDS 	2 	- 	265354 	265906 	
NC_000913.3 	CDS 	2 	- 	267418 	268288 	
NC_000913.3 	CDS 	2 	- 	271240 	272497 	
NC_000913.3 	CDS 	2 	- 	273325 	274762 	
NC_000913.3 	CDS 	2 	- 	274879 	276181 	
NC_000913.3 	CDS 	2 	- 	276529 	278308 	
NC_000913.3 	CDS 	2 	- 	278419 	278920 	
NC_000913.3 	CDS 	2 	- 	279718 	281257 	
NC_000913.3 	CDS 	2 	- 	285241 	286699 	
NC_000913.3 	CDS 	2 	- 	289990 	291622 	
NC_000913.3 	CDS 	2 	- 	304621 	305959 	
NC_000913.3 	CDS 	2 	- 	307702 	308371 	
NC_000913.3 	CDS 	2 	- 	308380 	309472 	
NC_000913.3 	CDS 	2 	- 	320989 	322054 	
NC_000913.3 	CDS 	2 	- 	322888 	323647 	
NC_000913.3 	CDS 	2 	- 	325570 	326128 	
NC_000913.3 	CDS 	2 	- 	327283 	327679 	
NC_000913.3 	CDS 	2 	- 	329992 	330403 	
NC_000913.3 	CDS 	2 	- 	333853 	334783 	
NC_000913.3 	CDS 	2 	- 	337543 	338575 	
NC_000913.3 	CDS 	2 	- 	339742 	340060 	
NC_000913.3 	CDS 	2 	- 	342286 	342706 	
NC_000913.3 	CDS 	2 	- 	342754 	344434 	
NC_000913.3 	CDS 	2 	- 	344527 	345217 	
NC_000913.3 	CDS 	2 	- 	350251 	350695 	
NC_000913.3 	CDS 	2 	- 	362212 	362761 	
NC_000913.3 	CDS 	2 	- 	375259 	375643 	
NC_000913.3 	CDS 	2 	- 	379078 	379402 	
NC_000913.3 	CDS 	2 	- 	381649 	382165 	
NC_000913.3 	CDS 	2 	- 	383926 	384229 	
NC_000913.3 	CDS 	2 	- 	385126 	387610 	
NC_000913.3 	CDS 	2 	- 	395233 	396424 	
NC_000913.3 	CDS 	2 	- 	396562 	398122 	
NC_000913.3 	CDS 	2 	- 	401284 	401608 	
NC_000913.3 	CDS 	2 	- 	415651 	416014 	
NC_000913.3 	CDS 	2 	- 	417985 	418849 	
NC_000913.3 	CDS 	2 	- 	424783 	425242 	
NC_000913.3 	CDS 	2 	- 	425371 	425815 	
NC_000913.3 	CDS 	2 	- 	435721 	437011 	
NC_000913.3 	CDS 	2 	- 	444844 	445321 	
NC_000913.3 	CDS 	2 	- 	447448 	448084 	
NC_000913.3 	CDS 	2 	- 	448801 	449788 	
NC_000913.3 	CDS 	2 	- 	455314 	455620 	
NC_000913.3 	CDS 	2 	- 	456469 	459358 	
NC_000913.3 	CDS 	2 	- 	464749 	465724 	
NC_000913.3 	CDS 	2 	- 	480862 	482263 	
NC_000913.3 	CDS 	2 	- 	483886 	484192 	
NC_000913.3 	CDS 	2 	- 	486766 	487957 	
NC_000913.3 	CDS 	2 	- 	488554 	491206 	
NC_000913.3 	CDS 	2 	- 	491620 	491926 	
NC_000913.3 	CDS 	2 	- 	498745 	499066 	
NC_000913.3 	CDS 	2 	- 	503995 	504613 	
NC_000913.3 	CDS 	2 	- 	512395 	512764 	
NC_000913.3 	CDS 	2 	- 	522322 	522808 	
NC_000913.3 	CDS 	2 	- 	529438 	530038 	
NC_000913.3 	CDS 	2 	- 	532324 	532630 	
NC_000913.3 	CDS 	2 	- 	536677 	538051 	
NC_000913.3 	CDS 	2 	- 	542290 	542656 	
NC_000913.3 	CDS 	2 	- 	544204 	545674 	
NC_000913.3 	CDS 	2 	- 	549286 	550738 	
NC_000913.3 	CDS 	2 	- 	551797 	553546 	
NC_000913.3 	CDS 	2 	- 	559792 	560428 	
NC_000913.3 	CDS 	2 	- 	568081 	568978 	
NC_000913.3 	CDS 	2 	- 	569881 	571138 	
NC_000913.3 	CDS 	2 	- 	577357 	578050 	
NC_000913.3 	CDS 	2 	- 	581665 	582967 	
NC_000913.3 	CDS 	2 	- 	583618 	585028 	
NC_000913.3 	CDS 	2 	- 	585313 	586363 	
NC_000913.3 	CDS 	2 	- 	590923 	591520 	
NC_000913.3 	CDS 	2 	- 	594118 	594460 	
NC_000913.3 	CDS 	2 	- 	599662 	600238 	
NC_000913.3 	CDS 	2 	- 	609454 	610402 	
NC_000913.3 	CDS 	2 	- 	610681 	612871 	
NC_000913.3 	CDS 	2 	- 	612880 	614044 	
NC_000913.3 	CDS 	2 	- 	616132 	616495 	
NC_000913.3 	CDS 	2 	- 	616831 	617320 	
NC_000913.3 	CDS 	2 	- 	620569 	621154 	
NC_000913.3 	CDS 	2 	- 	624502 	625177 	
NC_000913.3 	CDS 	2 	- 	625429 	626299 	
NC_000913.3 	CDS 	2 	- 	627154 	627553 	
NC_000913.3 	CDS 	2 	- 	630067 	630571 	
NC_000913.3 	CDS 	2 	- 	632593 	633214 	
NC_000913.3 	CDS 	2 	- 	636937 	637423 	
NC_000913.3 	CDS 	2 	- 	637474 	638365 	
NC_000913.3 	CDS 	2 	- 	644680 	645043 	
NC_000913.3 	CDS 	2 	- 	647593 	647914 	
NC_000913.3 	CDS 	2 	- 	648565 	648898 	
NC_000913.3 	CDS 	2 	- 	653770 	654967 	
NC_000913.3 	CDS 	2 	- 	655645 	657301 	
NC_000913.3 	CDS 	2 	- 	660193 	660583 	
NC_000913.3 	CDS 	2 	- 	669169 	669910 	
NC_000913.3 	CDS 	2 	- 	675505 	675898 	
NC_000913.3 	CDS 	2 	- 	682774 	683698 	
NC_000913.3 	CDS 	2 	- 	690172 	690607 	
NC_000913.3 	CDS 	2 	- 	693898 	694525 	
NC_000913.3 	CDS 	2 	- 	705940 	706336 	
NC_000913.3 	CDS 	2 	- 	714649 	715108 	
NC_000913.3 	CDS 	2 	- 	719212 	719593 	
NC_000913.3 	CDS 	2 	- 	721249 	721783 	
NC_000913.3 	CDS 	2 	- 	721795 	723337 	
NC_000913.3 	CDS 	2 	- 	725680 	726100 	
NC_000913.3 	CDS 	2 	- 	727984 	729814 	
NC_000913.3 	CDS 	2 	- 	731254 	732214 	
NC_000913.3 	CDS 	2 	- 	734074 	734800 	
NC_000913.3 	CDS 	2 	- 	735085 	735922 	
NC_000913.3 	CDS 	2 	- 	739432 	741049 	
NC_000913.3 	CDS 	2 	- 	751813 	752296 	
NC_000913.3 	CDS 	2 	- 	755533 	756271 	
NC_000913.3 	CDS 	2 	- 	759331 	760432 	
NC_000913.3 	CDS 	2 	- 	761533 	763948 	
NC_000913.3 	CDS 	2 	- 	766492 	767182 	
NC_000913.3 	CDS 	2 	- 	768040 	768658 	
NC_000913.3 	CDS 	2 	- 	771721 	772213 	
NC_000913.3 	CDS 	2 	- 	779665 	780304 	
NC_000913.3 	CDS 	2 	- 	786697 	787099 	
NC_000913.3 	CDS 	2 	- 	794485 	795877 	
NC_000913.3 	CDS 	2 	- 	796150 	796585 	
NC_000913.3 	CDS 	2 	- 	797851 	799198 	
NC_000913.3 	CDS 	2 	- 	805666 	807106 	
NC_000913.3 	CDS 	2 	- 	807115 	809434 	
NC_000913.3 	CDS 	2 	- 	816847 	818737 	
NC_000913.3 	CDS 	2 	- 	824305 	824650 	
NC_000913.3 	CDS 	2 	- 	825103 	825790 	
NC_000913.3 	CDS 	2 	- 	828697 	829030 	
NC_000913.3 	CDS 	2 	- 	829117 	829762 	
NC_000913.3 	CDS 	2 	- 	830500 	831310 	
NC_000913.3 	CDS 	2 	- 	832357 	832693 	
NC_000913.3 	CDS 	2 	- 	833554 	834589 	
NC_000913.3 	CDS 	2 	- 	835702 	836500 	
NC_000913.3 	CDS 	2 	- 	836536 	837472 	
NC_000913.3 	CDS 	2 	- 	838594 	839614 	
NC_000913.3 	CDS 	2 	- 	839977 	840670 	
NC_000913.3 	CDS 	2 	- 	841456 	842308 	
NC_000913.3 	CDS 	2 	- 	847954 	848827 	
NC_000913.3 	CDS 	2 	- 	852925 	853273 	
NC_000913.3 	CDS 	2 	- 	853891 	854245 	
NC_000913.3 	CDS 	2 	- 	854425 	855310 	
NC_000913.3 	CDS 	2 	- 	857524 	857992 	
NC_000913.3 	CDS 	2 	- 	859090 	859912 	
NC_000913.3 	CDS 	2 	- 	861319 	861655 	
NC_000913.3 	CDS 	2 	- 	866266 	866629 	
NC_000913.3 	CDS 	2 	- 	869908 	870271 	
NC_000913.3 	CDS 	2 	- 	874165 	874606 	
NC_000913.3 	CDS 	2 	- 	879697 	880306 	
NC_000913.3 	CDS 	2 	- 	881791 	883636 	
NC_000913.3 	CDS 	2 	- 	883825 	884977 	
NC_000913.3 	CDS 	2 	- 	887224 	887548 	
NC_000913.3 	CDS 	2 	- 	900070 	900544 	
NC_000913.3 	CDS 	2 	- 	919840 	920197 	
NC_000913.3 	CDS 	2 	- 	925312 	927592 	
NC_000913.3 	CDS 	2 	- 	931177 	932869 	
NC_000913.3 	CDS 	2 	- 	933085 	933433 	
NC_000913.3 	CDS 	2 	- 	937804 	938788 	
NC_000913.3 	CDS 	2 	- 	945748 	946420 	
NC_000913.3 	CDS 	2 	- 	949045 	951385 	
NC_000913.3 	CDS 	2 	- 	951391 	952498 	
NC_000913.3 	CDS 	2 	- 	953614 	954031 	
NC_000913.3 	CDS 	2 	- 	954994 	955327 	
NC_000913.3 	CDS 	2 	- 	966100 	966466 	
NC_000913.3 	CDS 	2 	- 	970774 	971113 	
NC_000913.3 	CDS 	2 	- 	985348 	985687 	
NC_000913.3 	CDS 	2 	- 	985750 	986398 	
NC_000913.3 	CDS 	2 	- 	992281 	992734 	
NC_000913.3 	CDS 	2 	- 	998662 	998968 	
NC_000913.3 	CDS 	2 	- 	1001932 	1002268 	
NC_000913.3 	CDS 	2 	- 	1003180 	1003555 	
NC_000913.3 	CDS 	2 	- 	1004287 	1005445 	
NC_000913.3 	CDS 	2 	- 	1005619 	1006012 	
NC_000913.3 	CDS 	2 	- 	1007194 	1008433 	
NC_000913.3 	CDS 	2 	- 	1012114 	1014850 	
NC_000913.3 	CDS 	2 	- 	1018912 	1019407 	
NC_000913.3 	CDS 	2 	- 	1019557 	1019935 	
NC_000913.3 	CDS 	2 	- 	1020142 	1020721 	
NC_000913.3 	CDS 	2 	- 	1024081 	1024705 	
NC_000913.3 	CDS 	2 	- 	1025485 	1025833 	
NC_000913.3 	CDS 	2 	- 	1028566 	1028968 	
NC_000913.3 	CDS 	2 	- 	1029886 	1031137 	
NC_000913.3 	CDS 	2 	- 	1036042 	1036402 	
NC_000913.3 	CDS 	2 	- 	1040869 	1041724 	
NC_000913.3 	CDS 	2 	- 	1041979 	1043098 	
NC_000913.3 	CDS 	2 	- 	1045249 	1046176 	
NC_000913.3 	CDS 	2 	- 	1062007 	1062703 	
NC_000913.3 	CDS 	2 	- 	1066651 	1067878 	
NC_000913.3 	CDS 	2 	- 	1072303 	1073620 	
NC_000913.3 	CDS 	2 	- 	1093684 	1094245 	
NC_000913.3 	CDS 	2 	- 	1094623 	1094986 	
NC_000913.3 	CDS 	2 	- 	1099786 	1100269 	
NC_000913.3 	CDS 	2 	- 	1102249 	1102660 	
NC_000913.3 	CDS 	2 	- 	1102852 	1103866 	
NC_000913.3 	CDS 	2 	- 	1113898 	1114231 	
NC_000913.3 	CDS 	2 	- 	1115503 	1116064 	
NC_000913.3 	CDS 	2 	- 	1120597 	1121038 	
NC_000913.3 	CDS 	2 	- 	1125739 	1126576 	
NC_000913.3 	CDS 	2 	- 	1127263 	1128022 	
NC_000913.3 	CDS 	2 	- 	1130230 	1130593 	
NC_000913.3 	CDS 	2 	- 	1133062 	1133941 	
NC_000913.3 	CDS 	2 	- 	1134316 	1135621 	
NC_000913.3 	CDS 	2 	- 	1138009 	1138540 	
NC_000913.3 	CDS 	2 	- 	1139638 	1140403 	
NC_000913.3 	CDS 	2 	- 	1140709 	1141018 	
NC_000913.3 	CDS 	2 	- 	1143457 	1143820 	
NC_000913.3 	CDS 	2 	- 	1144288 	1144654 	
NC_000913.3 	CDS 	2 	- 	1145755 	1147144 	
NC_000913.3 	CDS 	2 	- 	1149355 	1149928 	
NC_000913.3 	CDS 	2 	- 	1150189 	1150792 	
NC_000913.3 	CDS 	2 	- 	1158079 	1158730 	
NC_000913.3 	CDS 	2 	- 	1160491 	1161046 	
NC_000913.3 	CDS 	2 	- 	1163155 	1163746 	
NC_000913.3 	CDS 	2 	- 	1166320 	1166680 	
NC_000913.3 	CDS 	2 	- 	1167100 	1167475 	
NC_000913.3 	CDS 	2 	- 	1167571 	1168111 	
NC_000913.3 	CDS 	2 	- 	1168138 	1170253 	
NC_000913.3 	CDS 	2 	- 	1174927 	1175404 	
NC_000913.3 	CDS 	2 	- 	1181662 	1181986 	
NC_000913.3 	CDS 	2 	- 	1187725 	1188145 	
NC_000913.3 	CDS 	2 	- 	1188382 	1188694 	
NC_000913.3 	CDS 	2 	- 	1189366 	1189972 	
NC_000913.3 	CDS 	2 	- 	1191769 	1192471 	
NC_000913.3 	CDS 	2 	- 	1192483 	1192894 	
NC_000913.3 	CDS 	2 	- 	1193503 	1193875 	
NC_000913.3 	CDS 	2 	- 	1194214 	1194754 	
NC_000913.3 	CDS 	2 	- 	1199554 	1199944 	
NC_000913.3 	CDS 	2 	- 	1199977 	1200598 	
NC_000913.3 	CDS 	2 	- 	1202143 	1202512 	
NC_000913.3 	CDS 	2 	- 	1208092 	1209217 	
NC_000913.3 	CDS 	2 	- 	1210366 	1210810 	
NC_000913.3 	CDS 	2 	- 	1232029 	1232488 	
NC_000913.3 	CDS 	2 	- 	1235659 	1236133 	
NC_000913.3 	CDS 	2 	- 	1238320 	1240261 	
NC_000913.3 	CDS 	2 	- 	1241674 	1242778 	
NC_000913.3 	CDS 	2 	- 	1245541 	1249195 	
NC_000913.3 	CDS 	2 	- 	1249624 	1251070 	
NC_000913.3 	CDS 	2 	- 	1253464 	1255432 	
NC_000913.3 	CDS 	2 	- 	1263001 	1263430 	
NC_000913.3 	CDS 	2 	- 	1263445 	1263838 	
NC_000913.3 	CDS 	2 	- 	1264876 	1265374 	
NC_000913.3 	CDS 	2 	- 	1271302 	1272178 	
NC_000913.3 	CDS 	2 	- 	1281187 	1281505 	
NC_000913.3 	CDS 	2 	- 	1288627 	1290964 	
NC_000913.3 	CDS 	2 	- 	1291843 	1292572 	
NC_000913.3 	CDS 	2 	- 	1301587 	1302397 	
NC_000913.3 	CDS 	2 	- 	1322047 	1323043 	
NC_000913.3 	CDS 	2 	- 	1323676 	1324099 	
NC_000913.3 	CDS 	2 	- 	1324126 	1325614 	
NC_000913.3 	CDS 	2 	- 	1325638 	1328311 	
NC_000913.3 	CDS 	2 	- 	1328875 	1329820 	
NC_000913.3 	CDS 	2 	- 	1333741 	1335682 	
NC_000913.3 	CDS 	2 	- 	1335835 	1337080 	
NC_000913.3 	CDS 	2 	- 	1361632 	1362001 	
NC_000913.3 	CDS 	2 	- 	1368886 	1369786 	
NC_000913.3 	CDS 	2 	- 	1369801 	1371028 	
NC_000913.3 	CDS 	2 	- 	1375624 	1376614 	
NC_000913.3 	CDS 	2 	- 	1376635 	1377967 	
NC_000913.3 	CDS 	2 	- 	1387438 	1388335 	
NC_000913.3 	CDS 	2 	- 	1394350 	1394800 	
NC_000913.3 	CDS 	2 	- 	1395850 	1396312 	
NC_000913.3 	CDS 	2 	- 	1404022 	1404553 	
NC_000913.3 	CDS 	2 	- 	1405747 	1406914 	
NC_000913.3 	CDS 	2 	- 	1407508 	1407925 	
NC_000913.3 	CDS 	2 	- 	1420405 	1420738 	
NC_000913.3 	CDS 	2 	- 	1431109 	1432123 	
NC_000913.3 	CDS 	2 	- 	1433224 	1433566 	
NC_000913.3 	CDS 	2 	- 	1433716 	1434139 	
NC_000913.3 	CDS 	2 	- 	1435396 	1436329 	
NC_000913.3 	CDS 	2 	- 	1441843 	1444852 	
NC_000913.3 	CDS 	2 	- 	1465276 	1465582 	
NC_000913.3 	CDS 	2 	- 	1473406 	1473802 	
NC_000913.3 	CDS 	2 	- 	1473934 	1475542 	
NC_000913.3 	CDS 	2 	- 	1478983 	1480396 	
NC_000913.3 	CDS 	2 	- 	1488088 	1488421 	
NC_000913.3 	CDS 	2 	- 	1496629 	1497499 	
NC_000913.3 	CDS 	2 	- 	1498663 	1500367 	
NC_000913.3 	CDS 	2 	- 	1500853 	1501342 	
NC_000913.3 	CDS 	2 	- 	1502599 	1502950 	
NC_000913.3 	CDS 	2 	- 	1503130 	1504990 	
NC_000913.3 	CDS 	2 	- 	1505281 	1506781 	
